group,assay,n_features,mean_r,median_r,p99_abs_r,frac_p_lt_05,frac_r_gt_0_2
bright,BLAT_ECOLX_Stiffler_2015.csv,9,-0.0024877080669921297,-0.039571621660323346,0.15813555546097965,0.2222222222222222,0.0
bright,GFP_AEQVI_Sarkisyan_2016.csv,17,0.02211953951785043,0.05897293041166041,0.2608039831619443,0.17647058823529413,0.0
bright,SPG1_STRSG_Olson_2014.csv,12,-0.05284245366031063,-0.05237750218725089,0.3795780367242519,0.16666666666666666,0.08333333333333333
